symbol	Protein Length	Kinome	DING	Ontogen	Foundation	RAS_Pathway
DSTN	165					
LMO4	165					
PPIA	165					
NKG7	165					
LY6K	165					
C3orf36	165					
NRN1L	165					
TMEM128	165					
KRTAP5-7	165					
NPW	165					
EIF1AD	165					
PPP1R14C	165					
C20orf141	165					
FAM86C1	165					
EVA1B	165					
CHIC2	165					
PPIAL4E	164					
PPIAL4D	164					
AVP	164					
PPIAL4G	164					
CD247	164					
SRSF3	164					
IL31	164					
LCNL1	164					
LINC00346	164					
IQCF2	164					
UBALD2	164					
LSMEM2	164					
ZNF321P	164					
TEX19	164					
NUDT10	164					
RNASEH2C	164					
TMEM234	164					
CNRIP1	164					
NUDT11	164					
GLRX2	164					
NUDT15	164					
IL36B	164					
MAFF	164					
PPIAL4A	164					
TMEM88B	163					
DANCR	163					
DNAH10OS	163					
OMP	163					
EMP3	163					
LCN6	163					
SKP1	163					
NSUN5P1	163					
BCL2L15	163					
CGB2	163					
LINC00696	163					
KRTAP11-1	163					
RPP25L	163					
TMEM251	163					
JDP2	163					
POP5	163					
CEP19	163					
CCDC140	163					
IL17F	163					
RARRES2	163					
VKORC1	163					
FAM167B	163					
EFCAB11	163					
HINT2	163					
GSN-AS1	163					
RSL24D1	163					
ARL2BP	163					
MAFG	162					
SNX3	162					
LY86	162					
IL15	162					
CAV2	162					
FAM162B	162					
LCN1P1	162					
PDPN	162					
C2orf50	162					
IL21	162					
TMEM138	162					
C3orf18	162					
UBE2QL1	161					
THY1	161					
C8orf89	161					
RNASE2	161					
ALOX5AP	161					
ID4	161					
TNNC1	161					
TAF12	161					
MORN5	161					
C9orf57	161					
LAMTOR1	161					
TIFAB	161					
C15orf56	161					
C5orf17	161					
MRPL30	161					
UCN3	161					
TMEM159	161					
EID2B	161					
LITAF	161					
PPIL3	161					
GLOD5	160					
KRTAP9-6	160					
ERVH48-1	160					
HSPB6	160					
GADD45B	160					
SFT2D2	160					
TGFA	160					
TNNC2	160					
RNASE3	160					
RPL21	160					
MAX	160		MAX	MAX		
PMP22	160					
BIK	160					
PTGES3	160					
KRTAP13-4	160					
CNIH2	160					
TMEM220	160					
CPLX4	160					
C14orf180	160					
CNIH3	160					
TWIST2	160					
MPHOSPH6	160					
TMEM191A	160					
C22orf24	160					
GPSM3	160					
LY96	160					
TMEM89	159					
LRCOL1	159					
C5orf52	159					
SDHD	159				SDHD	
RGS13	159					
TRAPPC6A	159					
GADD45G	159					
SNRPC	159					
RPL29	159					
ADORA2A-AS1	159					
IQCJ	159					
FAM174B	159					
FAM74A3	159					
CST9	159					
TMEM42	159					
TMEM88	159					
AGTRAP	159					
TMEM92	159					
DPPA3	159					
SFT2D1	159					
TSLP	159					
C8orf44	159					
C2orf48	159					
SPACA5B	159					
SPACA5	159					
HSPB9	159					
KRTAP9-8	159					
KRTAP9-3	159					
SCOC	159					
FAM177B	158					
KLRC4	158					
SRGN	158					
ACP1	158					
LMO2	158					
TMEM50B	158					
PIGP	158					
AP1S1	158					
RPS11	158					
UBE2I	158					
BTG2	158		BTG2		BTG2	
MRGPRG-AS1	158					
MZT2B	158					
MZT2A	158					
CYS1	158					
ANKRD37	158					
TRAPPC6B	158					
OOSP2	158					
CTAGE3P	158					
MRPL50	158					
CXorf40A	158					
CPLX3	158					
CXorf40B	158					
BTF3L4	158					
GML	158					
REG4	158					
C16orf95	158					
DBNDD1	158					
IL36A	158					
C15orf61	157					
TMEM50A	157					
UBL4A	157					
EMP1	157					
AP1S2	157					
RPL24	157					
RBM3	157					
TCEAL1	157					
GLRX5	157					
GAPT	157					
RFESD	157					
NUDCD2	157					
FAM218A	157					
UXT	157					
ERICH2	156					
NDUFAB1	156					
PSPN	156					
MAFK	156					
RNASE1	156					
RNF224	156					
LMO1	156					
IER3	156					
NCBP2	156					
RPL23A	156					
RPS27A	156					
C1orf61	156					
ABCA11P	156					
RNASE13	156					
SERTAD4-AS1	156					
NXNL2	156					
KRTAP5-11	156					
SYS1	156					
DEFB125	156					
TMIE	156					
RNASE7	156					
SCP2D1	156					
CDKN2A	156		CDKN2A	CDKN2A	CDKN2A	
PPP1R17	155					
FGF1	155					
MGST1	155					
ATP6V0C	155					
ID1	155					
ZNHIT3	155					
IL17A	155					
AARD	155					
FBXO48	155					
C10orf113	155					
FUNDC1	155					
SREK1IP1	155					
C1orf162	155					
SNRNP27	155					
RFK	155					
RNF122	155					
IL36RN	155					
FUOM	154					
COLCA2	154					
C17orf98	154					
ZNHIT1	154					
SOD1	154					
MB	154					
H2BFM	154					
IQCF3	154					
EIF5A	154					
UBE2L3	154					
OCIAD2	154					
FAM182A	154					
EIF5AL1	154					
C16orf87	154					
EPGN	154					
ISCA2	154					
PPP1R27	154					
RNASE8	154					
FAM162A	154					
KIAA1143	154					
CYYR1	154					
AP1S3	154					
PFDN5	154					
KRTAP9-9	154					
KRTAP9-4	154					
GLIPR2	154					
RPP21	154					
PFDN2	154					
RNF11	154					
CCDC182	153					
NCBP2L	153					
TRDC	153					
ADM5	153					
SAP18	153					
UBE2L6	153					
NPPA	153					
IL4	153					
GIP	153					
MAL	153					
DAOA	153					
IL2	153					
BLOC1S1	153					
MALL	153					
MRPL23	153					
WHAMMP3	153					
ORMDL2	153					
NMS	153					
UBE2NL	153					
PRIMA1	153					
ORMDL3	153					
C15orf40	153					
ARPC5L	153					
C20orf144	153					
GGACT	153					
EIF5A2	153					
NDUFB11	153					
NHP2	153					
RNF181	153					
ORMDL1	153					
CSDC2	153					
PTGES	152					
MGST3	152					
IL3	152					
ARL14EPL	152					
NME1	152					
NME2	152					
UBE2A	152					
UBE2N	152					
RPS18	152					
UBE2B	152					
PLP2	152					
RRN3P1	152					
RGS21	152					
PHLDA2	152					
MS4A13	152					
FAM182B	152					
C6orf52	152					
LAIR2	152					
TOMM20L	152					
SZRD1	152					
ATOH7	152					
C9orf62	152					
CDRT4	152					
IL1F10	152					
NINJ1	152					
EVA1A	152					
C19orf12	152					
CKLF	152					
PSORS1C1	152					
FIS1	152					
OARD1	152					
LECT2	151					
ARPC5	151					
CAV3	151					
MYL6	151					
NPC2	151					
RPS14	151					
RPS13	151					
RIPPLY1	151					
SPA17	151					
SPRN	151					
TTC32	151					
C10orf55	151					
CHCHD2P9	151					
C7orf65	151					
C22orf34	151					
TEX29	151					
OR13C6P	151					
UBE2W	151					
PRAP1	151					
C20orf78	151					
NGB	151					
CHCHD2	151					
TEX22	150					
CCL25	150					
CYB5B	150					
PDE6D	150					
GYPA	150					
COX5A	150					
POLR2H	150					
CEBPG	150					
HSPB3	150					
LTC4S	150					
C2orf83	150					
LY6G5C	150					
STAG3L4	150					
PLAC4	150					
RNASE6	150					
AIF1L	150					
DUSP23	150					
C11orf1	150					
DNAJC15	150					
OOEP	149					
CALM1	149					
CALM2	149					
CALM3	149					
STMN1	149					
CALML3	149					
DSCR9	149					
CST6	149					
PLA2G2C	149					
FAM72A	149					
FAM72D	149					
DNAJC24	149					
FAM72B	149					
CEND1	149					
CLEC2B	149					
C20orf173	149					
MRPL20	149					
OSTC	149					
PLEKHJ1	149					
TXNL4B	149					
DNAJC9-AS1	148					
IQCF5	148					
EDF1	148					
RAMP1	148					
RAMP3	148					
CRCP	148					
LYZL6	148					
PLA2G1B	148					
GRP	148					
RPL27A	148					
LYZ	148					
SSBP1	148					
SAPCD1	148					
CDC42EP5	148					
LYZL1	148					
ADM2	148					
LYZL2	148					
CSNK1G2-AS1	148					
C22orf15	148					
MAGOHB	148					
GTSF1L	148					
PRR13	148					
MRPL27	148					
RNF24	148					
C5orf49	147					
TMEM210	147					
SNTN	147					
ADARB2-AS1	147					
FTCDNL1	147					
HBD	147					
HBE1	147					
TTR	147					
ANG	147					
RNASE4	147					
FHIT	147					
NUDT2	147					
UBE2D1	147					
AIF1	147					
EDDM3B	147					
UBE2D3	147					
UBE2D2	147					
HBB	147					
HBG1	147					
HBG2	147					
UBE2V1	147					
EDDM3A	147					
OXLD1	147					
RNASE12	147					
C1orf100	147					
AVPI1	147					
CST9LP1	147					
PPP1R14A	147					
PPP1R14B	147					
MS4A6E	147					
RMI2	147					
MGST2	147					
MAP1LC3C	147					
CST9L	147					
PLGRKT	147					
POLE3	147					
CARHSP1	147					
UBE2D4	147					
PAGE1	146					
JTB	146					
LDOC1	146					
CST3	146					
PIP	146					
CDA	146					
IL13	146					
KRTAP12-2	146					
MAGOH	146					
RPS16	146					
SLC48A1	146					
TMEM207	146					
SDIM1	146					
CYP2G1P	146					
MORN4	146					
MCFD2	146					
THRSP	146					
LYZL4	146					
KRTAP4-1	146					
COA1	146					
MED9	146					
CALML5	146					
LINC00588	146					
C12orf77	145					
CST7	145					
VPREB1	145					
GNLY	145					
RPS19	145					
SYNJ2BP	145					
RPL26	145					
RPS15	145					
PTS	145					
TOMM20	145					
UBE2V2	145					
C10orf91	145					
C1orf53	145					
MRPL14	145					
SCIMP	145					
ZFAND2A	145					
BCORP1	145					
LINC00304	145					
LMO3	145					
C11orf45	145					
DNAJB3	145					
CSTL1	145					
C5orf66	145					
PPP1R14D	145					
TMEM216	145					
NDUFA12	145					
PLA2G2D	145					
RPL26L1	145					
TRAPPC1	145					
GRIFIN	144					
CYSRT1	144					
EFCAB8	144					
EIF1AY	144					
CNIH1	144					
FAM107A	144					
CSF2	144					
SRP19	144					
PLA2G2A	144					
IL9	144					
BUD31	144					
EIF1AX	144		EIF1AX	EIF1AX		
MED21	144					
CCDC58	144					
TMEM170A	144					
GOLGA2P5	144					
NDUFA13	144					
HSPB11	144					
AP4S1	144					
SLC31A2	143					
H2AFX	143					
MDK	143					
RPS23	143					
LAGE3	143					
LINC00173	143					
LGALS16	142					
BIRC5	142					
POLR2D	142					
GMFG	142					
CST8	142					
LALBA	142					
HBZ	142					
HBQ1	142					
FKBP2	142					
CST5	142					
AP2S1	142					
GMFB	142					
HBA1	142					
HBA2	142					
TXNL4A	142					
CLC	142					
COTL1	142					
UFSP1	142					
C22orf39	142					
BLOC1S2	142					
CHCHD4	142					
TCTEX1D2	142					
RLN3	142					
CHCHD10	142					
LINC00479	142					
C1orf115	142					
NRN1	142					
NXT2	142					
TOMM22	142					
NINJ2	142					
PLA2G2E	142					
MRPS18C	142					
MRPL42	142					
VAMP4	141					
CST4	141					
CST1	141					
LHB	141					
CST2	141					
C1D	141					
SPANXN3	141					
HBM	141					
NDUFA11	141					
LYPD1	141					
C3orf22	141					
LINC00469	141					
OPALIN	141					
TMEM242	141					
POMP	141					
CALCA	141					
FABP12	140					
POP7	140					
LY6H	140					
ATG12	140					
TRAC	140					
PFN1	140					
TRAPPC2	140					
PFN2	140					
SNCA	140					
CENPA	140					
RPL23	140					
GUSBP1	140					
ZSWIM7	140					
PDZD11	140					
PTRHD1	140					
TMEM107	140					
LINC00114	140					
C6orf201	140					
MDS2	140					
SMCR5	140					
TMEM18	140					
FLYWCH2	140					
CCDC126	140					
TPD52L3	140					
ACOT13	140					
C14orf119	140					
NXT1	140					
TRAPPC2L	140					
INSL4	139					
MSMP	139					
VHLL	139					
LINC00299	139					
NR2C2AP	139					
FAM216B	139					
MAPKAPK5-AS1	139					
LGALS14	139					
CHURC1	139					
SPATA33	139					
VCX2	139					
PNRC2	139					
CNIH4	139					
GSKIP	139					
LGALS13	139					
LSM4	139					
HMSD	139					
C5orf63	138					
MRPS12	138					
TSHB	138					
CRABP2	138					
PLA2G5	138					
CDKN2B	138				CDKN2B	
NANOS2	138					
TNP2	138					
KIAA0087	138					
KISS1	138					
TPTE2P1	138					
MRPL54	138					
C5orf38	138					
TMEM75	138					
FER1L6-AS1	138					
UCMA	138					
FAM136A	138					
LACRT	138					
CST11	138					
HCFC1R1	138					
GOLT1B	138					
NME2P1	137					
PIRT	137					
NDUFB7	137					
CRABP1	137					
RPL28	137					
PFN3	137					
KRTAP15-1	137					
RNASEK	137					
GOLGA7	137					
MRPL41	137					
ZNF295-AS1	137					
SPANXA2-OT1	137					
ZNF738	137					
FER1L6-AS2	137					
SRXN1	137					
C20orf85	137					
RGCC	137					
MRPS16	137					
BOLA1	137					
GATC	136					
SNAPIN	136					
CT62	136					
MPC1L	136					
SRP14	136					
LGALS7B	136					
LGALS7	136					
RPL27	136					
HIST1H3B	136					
HIST1H3A	136					
HIST1H3C	136					
HIST1H3D	136					
HIST1H3E	136					
HIST1H3F	136					
HIST1H3G	136					
HIST1H3H	136					
HIST1H3I	136					
HIST1H3J	136					
QRFP	136					
H3F3A	136		H3F3A		H3F3A	
H3F3B	136					
HIST3H3	136					
C9orf116	136					
TMEM78	136					
CLEC19A	136					
HIST2H3A	136					
HIST2H3C	136					
HIST2H3D	136					
GTSCR1	136					
RPS19BP1	136					
PCP2	136					
KRTCAP2	136					
LINC00476	136					
TMEM203	136					
LINC00052	136					
KRTAP4-2	136					
CYTL1	136					
PSORS1C2	136					
SMIM22	135					
RPS17	135					
LGALS1	135					
RBP1	135					
MED14OS	135					
RPL32	135					
RBP5	135					
FABP5	135					
NHLH2	135					
GCSAML	135					
H3F3C	135		H3F3C			
CISD2	135					
C12orf76	135					
MED10	135					
PBOV1	135					
INSL5	135					
DDTL	134					
FAM183A	134					
PMS2P5	134					
ZNF593	134					
CCL21	134					
CPLX1	134					
CYB5A	134					
IL5	134					
STAG3L2	134					
STAG3L3	134					
NPPB	134					
RBP2	134					
ID2	134					
SYCN	134					
KLKP1	134					
SNCB	134					
PRR4	134					
C1ORF220	134					
C1orf220	134					
CPLX2	134					
PXT1	134					
RBP7	134					
TSC22D3	134					
SMR3A	134					
PFDN4	134					
TMEM100	134					
LSM1	133					
LY6G6D	133					
EPPIN	133					
FABP3	133					
OSTN	133					
RPS24	133					
NDP	133					
IFITM3	133					
NHLH1	133					
EEF1DP3	133					
C16orf47	133					
C10orf105	133					
TMEM60	133					
PDRG1	133					
EPPIN-WFDC6	133					
TRAV6	132					
IFITM5	132					
AGRP	132					
SH2D1B	132					
FABP7	132					
PMP2	132					
SLPI	132					
LGALS2	132					
FABP2	132					
FABP4	132					
RPS12	132					
ASIP	132					
IFITM2	132					
BSPH1	132					
FABP9	132					
LPAL2	132					
C16orf91	132					
TMEM170B	132					
HCP5	132					
GOLT1A	132					
IFT20	132					
C8orf31	132					
C16orf92	132					
LINC00615	132					
MS4A4E	132					
SNRNP25	132					
C19orf24	132					
C11orf21	132					
TP53TG3D	132					
TP53TG3C	132					
UBE2Q2L	131					
LEPROT	131					
HCRT	131					
LEPROTL1	131					
ANP32D	131					
INSL3	131					
LY6E	131					
MIA	131					
C2orf91	131					
MTURN	131					
MMGT1	131					
LSMEM1	131					
C1orf54	131					
HIST1H2AA	131					
WFDC6	131					
FAM107B	131					
GEMIN7	131					
CHRAC1	131					
PIN4	131					
MED31	131					
ERICH4	130					
ZNF815P	130					
HIST1H2AB	130					
HIST1H2AE	130					
IFI6	130					
HIST1H2AG	130					
HIST1H2AI	130					
HIST1H2AK	130					
HIST1H2AL	130					
HIST1H2AM	130					
HIST1H2AD	130					
SAA4	130					
RPS15A	130					
C5orf64	130					
TMEM155	130					
HIST3H2A	130					
GPHB5	130					
HIST2H2AB	130					
HIST1H2AC	130					
PAGE5	130					
PCBD2	130					
IFI27L2	130					
LINC00472	130					
MRPS17	130					
PFDN6	129					
NDUFB4	129					
FSHB	129					
COX5B	129					
KCNE1	129					
TAC1	129					
TFF2	129					
HIST2H2AC	129					
ADAMTSL4-AS1	129					
KRTAP5-6	129					
PRR15	129					
TMEM105	129					
PFN4	129					
GPHA2	129					
LLPH	129					
H2AFJ	129					
ISCA1	129					
ZNF702P	129					
PROK2	129					
TNFRSF12A	129					
C19orf73	129					
HYPK	129					
KRBOX1	128					
MRPS14	128					
SH2D1A	128					
NDUFB6	128					
TCL1B	128					
PPBP	128					
GYPC	128					
H2AFZ	128					
KRTAP2-3	128					
CD59	128					
RPL22	128		RPL22	RPL22		
FABP6	128					
NDUFA6	128					
UBA52	128					
LY6D	128					
LINC00303	128					
MRPL51	128					
KHDC1L	128					
RIPPLY2	128					
TMEM244	128					
H2AFV	128					
MRPL55	128					
SLC51B	128					
STH	128					
MIR7-3HG	128					
HIST1H2AH	128					
HIST1H2AJ	128					
BEX2	128					
KRTAP2-4	128					
KRTAP2-1	128					
LINC00574	128					
C3orf14	128					
OTOR	128					
EFCAB10	127					
FAM229A	127					
SNCG	127					
MPC2	127					
FABP1	127					
CISD3	127					
CALCB	127					
SUB1	127					
APOC4	127					
POLR2F	127					
NUTF2	127					
TXNDC8	127					
C12orf54	127					
HIST1H2BA	127					
MRFAP1L1	127					
YPEL4	127					
PAIP2	127					
LIMD2	127					
BATF3	127					
CCL28	127					
PHLDA3	127					
MRFAP1	127					
C16orf97	126					
HIST1H2BK	126					
PPP1R11	126					
CDK2AP2	126					
HIST1H2BJ	126					
HIST1H2BO	126					
NPPC	126					
HIST1H2BB	126					
HINT1	126					
HIST1H2BD	126					
SNRPD3	126					
HIST1H2BC	126					
HIST1H2BE	126					
HIST1H2BF	126					
HIST1H2BG	126					
HIST1H2BI	126					
HIST2H2BE	126					
C2orf76	126					
HIST2H2BF	126					
C1orf195	126					
ZNF720	126					
HIST3H2BB	126					
C20orf197	126					
C5orf56	126					
PATE1	126					
HIST1H2BH	126					
C12orf57	126					
HIST1H2BN	126					
HIST1H2BM	126					
HIST1H2BL	126					
UQCC2	126					
LINC00846	126					
ZNRD1	126					
CBY1	126					
MAP1LC3B2	125					
C1orf196	125					
PDCD5	125					
BRI3	125					
LY6G6C	125					
OXT	125					
IGHV4-39	125					
IFITM1	125					
POLR2I	125					
RPS25	125					
RPL31	125					
MRPS6	125					
CXCL9	125					
BATF	125					
C14orf177	125					
COA6	125					
IGFL3	125					
LYPD2	125					
CNEP1R1	125					
NKAPP1	125					
NPB	125					
C2ORF15	125					
C2orf15	125					
TSACC	125					
NAA38	125					
MAP1LC3B	125					
BEX1	125					
PHPT1	125					
TRMT112	125					
LAMTOR2	125					
PAM16	125					
IGLV5-52	124					
KNCN	124					
TAX1BP3	124					
NDUFS6	124					
RPP14	124					
UTS2	124					
MAGEA5	124					
UCN	124					
WFDC2	124					
TAF13	124					
IGFL4	124					
COLCA1	124					
SPACA4	124					
MAFIP	124					
TP53AIP1	124					
LAMTOR3	124					
IGLV5-37	123					
IGLV5-45	123					
IGLV9-49	123					
OOSP1	123					
IGHV4-34	123					
NHLRC4	123					
GAL	123					
RPL35	123					
RABIF	123					
PSMG4	123					
FAM74A4	123					
C11orf71	123					
CDPF1	123					
SPAG11A	123					
MRPL52	123					
TEN1	123					
TMEM254	123					
LSM10	123					
C11orf52	123					
DEFB118	123					
TXNDC17	123					
TEX12	123					
KRTAP2-2	123					
VPREB3	123					
PAIP2B	123					
KCNE2	123					
IGLV8-61	122					
IGLV4-3	122					
C20orf202	122					
LYRM1	122					
PFDN1	122					
TLX1NB	122					
SAA1	122					
SAA2	122					
IFI27	122					
FBXL19-AS1	122					
C10orf25	122					
SAMD13	122					
RPL22L1	122					
C14orf178	122					
C11orf44	122					
TRGV9	122					
PSMG3	122					
C7orf69	122					
AAMDC	122					
POLR1D	122					
TRAV23DV6	121					
IGKV2-40	121					
IGHV6-1	121					
C9orf170	121					
CLPSL1	121					
SNURFL	121					
C15orf65	121					
ENSA	121					
IGKV2D-40	121					
IGKV4-1	121					
NMB	121					
SCT	121					
KRTAP1-4	121					
LINC00614	121					
RPA3	121					
ANAPC15	121					
YPEL5	121					
CLLU1	121					
SKA2	121					
C1orf21	121					
MAP1LC3A	121					
TAC3	121					
IGLV4-60	120					
IGKV2-28	120					
IGKV2D-29	120					
IGKV2D-30	120					
IGKV2D-26	120					
IGKV2-24	120					
IGKV2-29	120					
CCL16	120					
GNRH2	120					
CREBL2	120					
IGKV2D-28	120					
IGLV2-14	120					
IGKV2-30	120					
CCL23	120					
RPRML	120					
TMEM230	120					
CRB3	120					
BEX4	120					
IGLV4-69	119					
IGHV3-49	119					
IGHV3-15	119					
IGHV2-26	119					
IGHV3-73	119					
IGHV3-72	119					
CCL24	119					
SSNA1	119					
YPEL1	119					
NDUFC2	119					
IGLV2-11	119					
IGHV2-70	119					
IGHV2-5	119					
TRAV29DV5	119					
MCCD1	119					
RPS20	119					
YPEL3	119					
B2M	119		B2M	B2M		
SNRPD1	119					
ID3	119				ID3	
ATP6V1F	119					
IGFL2	119					
CXCL17	119					
UTS2B	119					
ANKRD36BP1	119					
YPEL2	119					
IGLV2-18	118					
IGHV3-64	118					
TRGV2	118					
TRGV5	118					
IGHV3-43	118					
TRGV8	118					
TRGV4	118					
IGHV4-61	118					
C17orf100	118					
BET1	118					
ATP6V1G1	118					
ATP6V1G2	118					
IGLV1-40	118					
IGLV2-8	118					
IGHV3-9	118					
TRGV3	118					
SMIM17	118					
IGHV4-31	118					
VAMP1	118					
DDT	118					
DSCR4	118					
MTPN	118					
SNRPD2	118					
MLANA	118					
COX20	118					
LCE1C	118					
LCE1E	118					
LCE1F	118					
LCE1B	118					
LCE5A	118					
LINC00518	118					
GRAPL	118					
CHCHD1	118					
ATP6V1G3	118					
TMEM243	118					
CYP4F30P	118					
C19orf25	118					
IGLV10-54	117					
IGLV7-46	117					
IGHV4-4	117					
IGKV1D-17	117					
IGKV1-27	117					
IGKV1D-8	117					
IGHV1-45	117					
IGLV1-36	117					
IGHV3-21	117					
IGHV3-74	117					
IGKV1D-43	117					
IGKV1D-13	117					
IGHV1-3	117					
IGHV1-18	117					
IGHV3-20	117					
IGHV1-24	117					
IGHV4-28	117					
IGHV5-51	117					
IGHV1-58	117					
IGKV1-9	117					
IGKV1-6	117					
IGKV1-12	117					
GAGE12D	117					
GAGE12H	117					
GAGE12J	117					
HYPM	117					
UBL3	117					
GABARAP	117					
IGKV1D-33	117					
IGKV1-33	117					
IGKV1-39	117					
IGKV1-17	117					
IGKV1D-16	117					
IGKV1-5	117					
IGKV1D-12	117					
IGLV1-44	117					
IGLV1-47	117					
IGLV1-51	117					
IGLV6-57	117					
IGHV1-69	117					
IGHV1-46	117					
IGHV3-11	117					
IGHV3-48	117					
IGHV3-23	117					
IGHV3-30	117					
IGHV3-33	117					
IGHV3-7	117					
IGLV7-43	117					
IGKV1-16	117					
IGKV1D-39	117					
GAGE12I	117					
LIMS3	117					
C8orf88	117					
IGHV1-8	117					
IGKV1-13	117					
PI3	117					
IGHV1-2	117					
RPL34	117					
POLR2J	117					
GABARAPL2	117					
SUPT4H1	117					
IGLV3-21	117					
GAGE1	117					
GAGE13	117					
C19orf48	117					
C2orf66	117					
TCEAL8	117					
C4orf36	117					
GABARAPL3	117					
GABARAPL1	117					
POLE4	117					
MED11	117					
GHRL	117					
TRAV14DV4	116					
TRAV19	116					
TRAV38-1	116					
IGKV3D-20	116					
IGHV3-66	116					
TRAV38-2DV8	116					
DPPA5	116					
GAGE10	116					
VAMP5	116					
CGA	116					
IGKV3-20	116					
IGHV3-13	116					
IGHV3-53	116					
IGHV4-59	116					
LYNX1	116					
SMCP	116					
DYNLT3	116					
SST	116					
VAMP2	116					
GAGE2B	116					
GAGE2C	116					
CARTPT	116					
NDUFA5	116					
LIN52	116					
PRR9	116					
GAGE2A	116					
DNAJC19	116					
CDKN2AIPNL	116					
MSRB1	116					
GALP	116					
GAGE2D	116					
IGLV3-22	115					
IGLV3-16	115					
IGLV3-12	115					
IGLV3-10	115					
IGLV3-9	115					
TRBV24-1	115					
IGKV3D-15	115					
IGKV3D-11	115					
IGKV1-8	115					
TRBV11-1	115					
TRBV7-7	115					
TRBV7-6	115					
TRBV7-8	115					
TRDV1	115					
TRBV2	115					
TRBV7-4	115					
TRBV11-2	115					
TRDV2	115					
TMEM218	115					
C7orf66	115					
SDHAF1	115					
C11orf86	115					
CDK2AP1	115					
TIAF1	115					
PTH	115					
IGKV3-15	115					
IGLV3-1	115					
MT-ND3	115					
IGKV3-11	115					
RPLP2	115					
CCK	115					
IGKV5-2	115					
H2AFB1	115					
MLN	115					
MIF	115					
RPS26	115					
RPL30	115					
GUCA2A	115					
RPS26P11	115					
FAM104B	115					
HRCT1	115					
TSTD1	115					
NRG4	115					
MIEN1	115					
POLR2J2	115					
POLR2J3	115					
PLAC8	115					
TRBV19	114					
TRBV25-1	114					
IGKV6D-21	114					
TRBV6-6	114					
TRBV9	114					
TRAV10	114					
TRAV3	114					
TRAV12-3	114					
